RMSE,MAE
1141.8722179981532,1140.5301258087159
1060.5769381997893,631.848670578003
993.5672966795885,736.6038921356201
980.1648206565408,894.4015993118286
969.5516176376499,648.2730728149414
889.1395000944012,951.0795307159424
917.3377193450564,793.2818235397339
860.0581185886309,537.1233730316162
1222.2843355414018,704.9510042190552
831.8598993379759,773.221975517273
1079.045116686669,746.6338161468506
1232.8975385602926,552.3518587112427
769.0327980264916,963.8684871673584
906.7245163261656,904.4315233230591
1232.8975385602926,904.4315233230591
977.4065931056386,704.9510042190552
870.6713216075217,800.872218322754
1021.7655159302434,704.9510042190552
607.325400684879,641.8785945892334
1120.6458119603715,783.2518995285034
961.6966421696612,800.872218322754
1155.2746940212007,773.221975517273
988.0197961245294,799.6763017654418
1208.881859518354,704.9510042190552
941.3533983869947,972.7024946212769
1141.8722179981532,947.4440849304199
1089.6583197055597,862.7487113952636
1068.4319136677782,904.4315233230591
706.2056967150072,957.4740089416504
898.8695408581767,711.3454824447632
706.2056967150072,877.9771970748901
1141.8722179981532,667.1370042800903
889.1395000944015,688.5266019821167
997.7498368883049,1055.8347522735596
1285.111436852886,694.9210802078247
980.1648206565408,889.2030376434326
980.1648206565408,804.8748634338378
1005.6048123562938,720.1794898986816
982.9540936606975,799.6763017654418
997.7498368883049,490.4753656387329
878.5262970755106,727.7698846817017
920.1269923492131,973.8984111785888
1092.4475927097164,904.4315233230591
1008.3630399071957,941.0496067047119
1131.2590149792625,474.05096340179443
917.3377193450564,862.7487113952636
980.1648206565408,872.7786354064941
1092.4475927097164,410.97855377197266
1232.8975385602926,457.62656116485596
1232.8975385602926,553.5477752685547
1170.0704372488083,879.1731136322021
1271.7089608298384,846.3243091583251
860.0581185886309,658.3029968261719
988.0197961245294,806.07077999115
1008.3630399071957,879.1731136322021
1180.6836402676988,688.5266019821167
988.0197961245294,804.8748634338378
927.9509223639473,600.195782661438
706.2056967150072,552.3518587112427
917.3377193450564,982.7324186325073
807.8442202960374,809.7062257766723
1107.243335937324,799.6763017654418
1120.6458119603717,537.1233730316162
1045.7811949721818,879.1731136322021
860.0581185886309,615.4242683410645
1107.243335937324,784.4478160858155
815.6991957640261,631.848670578003
596.7121976659882,879.1731136322021
930.740195368104,774.417892074585
898.8695408581768,696.1169967651367
917.3377193450564,879.1731136322021
961.6966421696612,877.9771970748901
698.3507212470183,631.848670578003
1079.0451166866687,967.5039329528809
867.9130940566196,931.0196826934814
1120.6458119603717,879.1731136322021
898.8695408581767,793.2818235397339
1000.508064439207,474.05096340179443
1131.2590149792625,746.6338161468506
997.749836888305,562.3817827224732
769.0327980264916,894.4015993118286
1018.9762429260866,789.6463777542115
1198.2686564994633,721.3754064559937
969.5516176376499,862.7487113952636
941.353398386995,625.454192352295
961.6966421696612,730.2094139099121
1071.19014121868,616.6201848983765
1008.3630399071957,737.7998086929322
917.3377193450564,553.5477752685547
867.9130940566196,879.1731136322021
818.4574233149282,773.221975517273
1071.19014121868,809.7062257766723
1232.8975385602926,888.0071210861206
909.4827438770675,784.4478160858155
941.353398386995,983.9283351898193
1123.4040395112736,879.1731136322021
867.9130940566198,641.8785945892334
1029.6204913982322,783.2518995285034
821.2466963190851,957.4740089416504
917.3377193450564,904.4315233230591
860.0581185886309,799.6763017654418
914.5794917941543,746.6338161468506
560.6590029473444,648.2730728149414
1018.9762429260867,885.5675918579102
997.7498368883049,884.3716753005981
698.3507212470183,977.5338569641114
1117.8565389562148,737.7998086929322
1219.4950625372448,657.1070802688598
1162.2154617808194,846.3243091583251
1089.6583197055597,888.0071210861206
596.7121976659882,947.4440849304199
831.8598993379758,889.2030376434326
1018.9762429260866,1072.259154510498
966.7933900867478,741.569087600708
1008.3630399071957,1025.7449802398683
807.8442202960374,633.0445871353149
1110.001563488226,816.1007040023803
761.1778225585027,552.3518587112427
596.7121976659882,816.1007040023803
993.5672966795885,947.4440849304199
1084.5926172417276,799.6763017654418
716.8188997338979,983.9283351898193
930.7401953681041,757.9934898376465
1159.4572342299173,982.7324186325073
1089.6583197055597,793.2818235397339
903.9662887752635,983.9283351898193
1068.431913667778,790.8422943115235
920.1269923492131,721.3754064559937
831.8598993379759,1025.7449802398683
716.8188997338979,499.30937309265136
878.5262970755105,799.6763017654418
1131.2590149792622,631.848670578003
1170.0704372488083,721.3754064559937
870.6713216075217,789.6463777542115
1084.5926172417278,789.6463777542115
980.1648206565408,862.7487113952636
961.696642169661,879.1731136322021
889.1395000944015,852.7187873840332
761.1778225585028,616.6201848983765
1170.070437248808,1045.804828262329
1271.7089608298384,757.9934898376465
1037.4444214129662,711.3454824447632
993.5672966795883,631.848670578003
988.0197961245294,983.9283351898193
961.6966421696612,711.3454824447632
1232.8975385602926,800.872218322754
930.740195368104,736.6038921356201
982.9540936606975,704.9510042190552
982.9540936606976,894.4015993118286
1005.6048123562936,809.7062257766723
909.4827438770677,793.2818235397339
1131.2590149792622,800.872218322754
807.8442202960374,1065.86467628479
1131.2590149792622,696.1169967651367
922.8852199001152,784.4478160858155
807.8442202960374,888.0071210861206
1071.19014121868,746.6338161468506
1180.683640267699,884.3716753005981
980.1648206565408,799.6763017654418
815.6991957640263,711.3454824447632
969.5516176376499,704.9510042190552
969.5516176376499,721.3754064559937
1021.7655159302434,789.6463777542115
961.6966421696612,721.3754064559937
1285.111436852886,894.4015993118286
961.696642169661,983.9283351898193
906.7245163261654,688.5266019821167
961.696642169661,720.1794898986816
1060.5769381997893,736.6038921356201
1162.2154617808196,1150.5600498199462
596.7121976659882,879.1731136322021
860.0581185886309,774.417892074585
761.1778225585027,633.0445871353149
870.6713216075217,726.5739681243897
1170.0704372488083,947.4440849304199
1050.8468974360137,888.0071210861206
909.4827438770675,730.2094139099121
1261.0957578109476,720.1794898986816
1032.3787189491343,879.1731136322021
1232.8975385602926,814.9047874450683
1008.3630399071957,992.7623426437378
1170.0704372488083,816.1007040023803
969.5516176376499,967.5039329528809
1040.233694417123,783.2518995285034
917.3377193450564,814.9047874450683
826.3123987829171,967.5039329528809
1040.233694417123,537.1233730316162
1018.9762429260867,809.7062257766723
980.1648206565405,862.7487113952636
898.8695408581768,641.8785945892334
1131.2590149792625,894.4015993118286
941.3533983869947,867.9472730636596
807.8442202960374,877.9771970748901
969.5516176376498,1150.5600498199462
1026.8312183940752,799.6763017654418
1016.2180153751846,799.6763017654418
1050.8468974360137,814.9047874450683
1081.8343896908257,553.5477752685547
1026.8312183940754,904.4315233230591
878.5262970755105,720.1794898986816
870.6713216075217,806.07077999115
779.6460010453824,951.0795307159424
966.7933900867478,869.1431896209717
1008.3630399071957,1045.804828262329
799.9892448280486,600.195782661438
1107.243335937324,869.1431896209717
1170.0704372488083,710.1495658874512
870.6713216075217,784.4478160858155
930.7401953681041,757.9934898376465
1222.2843355414018,889.2030376434326
917.3377193450563,704.9510042190552
878.5262970755106,877.9771970748901
1246.3000145833403,862.7487113952636
958.9384146187591,688.5266019821167
1040.233694417123,972.7024946212769
1071.19014121868,967.5039329528809
607.325400684879,615.4242683410645
761.1778225585027,869.1431896209717
815.6991957640261,704.9510042190552
1071.19014121868,867.9472730636596
917.3377193450564,641.8785945892334
898.8695408581767,1130.5002017974853
1159.4572342299175,816.1007040023803
889.1395000944015,704.9510042190552
997.7498368883049,721.3754064559937
831.8598993379759,688.5266019821167
1155.2746940212007,816.1007040023803
1131.2590149792625,1072.259154510498
596.7121976659882,809.7062257766723
941.3533983869947,736.6038921356201
815.6991957640261,888.0071210861206
906.7245163261656,1035.7749042510986
836.9256018018077,751.5990116119385
898.8695408581767,867.9472730636596
1222.2843355414016,616.6201848983765
1096.630132918433,806.07077999115
941.353398386995,730.2094139099121
1117.8565389562148,641.8785945892334
1079.045116686669,793.2818235397339
884.0737976305693,951.0795307159424
831.8598993379759,730.2094139099121
769.0327980264916,867.9472730636596
1032.378718949134,957.4740089416504
980.1648206565408,904.4315233230591
941.3533983869947,741.569087600708
898.8695408581768,973.8984111785888
884.0737976305694,1062.2292304992675
1198.2686564994633,615.4242683410645
779.6460010453823,720.1794898986816
607.325400684879,967.5039329528809
1131.2590149792625,862.7487113952636
917.3377193450564,972.7024946212769
706.2056967150072,721.3754064559937
1099.388360469335,1045.804828262329
1021.7655159302434,727.7698846817017
1084.5926172417276,1055.8347522735596
920.1269923492131,889.2030376434326
1060.5769381997893,730.2094139099121
807.8442202960374,1062.2292304992675
1079.0451166866687,888.0071210861206
993.5672966795883,872.7786354064941
867.9130940566196,793.2818235397339
769.0327980264914,809.7062257766723
977.4065931056386,799.6763017654418
807.8442202960374,657.1070802688598
1222.2843355414018,1150.5600498199462
889.1395000944012,1055.8347522735596
930.7401953681041,904.4315233230591
1219.4950625372448,877.9771970748901
831.8598993379759,806.07077999115
906.7245163261656,888.0071210861206
1107.243335937324,967.5039329528809
1107.243335937324,710.1495658874512
969.5516176376499,914.4614473342896
716.8188997338981,824.9347114562988
779.6460010453824,809.7062257766723
695.5924936961164,951.0795307159424
706.2056967150071,869.1431896209717
867.9130940566196,774.417892074585
1131.2590149792622,826.1306280136108
896.1113133072747,631.848670578003
997.7498368883049,726.5739681243897
1079.045116686669,809.7062257766723
941.3533983869947,898.0370450973511
769.0327980264916,877.9771970748901
821.2466963190851,894.4015993118286
1117.8565389562148,773.221975517273
969.5516176376499,793.2818235397339
980.1648206565405,641.8785945892334
961.696642169661,1045.804828262329
1107.243335937324,726.5739681243897
917.3377193450564,862.7487113952636
1060.5769381997893,977.5338569641114
1222.2843355414018,889.2030376434326
769.0327980264916,809.7062257766723
914.5794917941543,741.569087600708
1208.881859518354,726.5739681243897
1110.001563488226,888.0071210861206
1016.2180153751846,600.195782661438
889.1395000944012,631.848670578003
914.5794917941543,737.7998086929322
769.0327980264916,799.6763017654418
956.180187067857,730.2094139099121
927.9509223639473,872.7786354064941
1123.4040395112736,1055.8347522735596
1099.388360469335,809.7062257766723
1000.508064439207,809.7062257766723
1323.922859122432,783.2518995285034
1016.2180153751846,641.8785945892334
980.1648206565405,1042.1693824768067
878.5262970755106,737.7998086929322
761.1778225585027,809.7062257766723
805.0859927451353,1062.2292304992675
670.1525019963634,1065.86467628479
1060.5769381997893,982.7324186325073
1131.2590149792622,993.9582592010498
977.4065931056386,947.4440849304199
898.8695408581767,712.5413990020752
1120.6458119603715,720.1794898986816
1084.5926172417278,826.1306280136108
958.9384146187589,721.3754064559937
1008.3630399071957,720.1794898986816
1285.111436852886,793.2818235397339
1071.19014121868,889.2030376434326
1008.3630399071957,578.8061849594117
917.3377193450564,869.1431896209717
818.4574233149282,904.4315233230591
1170.0704372488083,1055.8347522735596
1180.683640267699,799.6763017654418
758.4195950076006,894.4015993118286
1310.5203830993844,641.8785945892334
596.7121976659882,553.5477752685547
1141.8722179981532,799.6763017654418
1092.4475927097164,872.7786354064941
1092.4475927097164,784.4478160858155
818.4574233149282,474.05096340179443
1060.5769381997893,783.2518995285034
927.950922363947,1072.259154510498
1021.7655159302434,894.4015993118286
969.5516176376499,694.9210802078247
1060.5769381997893,746.6338161468506
596.7121976659882,872.7786354064941
930.740195368104,616.6201848983765
878.5262970755106,973.8984111785888
1194.0861162907468,688.5266019821167
980.1648206565408,721.3754064559937
722.3664002889569,852.7187873840332
1170.0704372488083,862.7487113952636
1079.0451166866687,746.6338161468506
659.5392989774725,809.7062257766723
821.2466963190851,1052.199306488037
977.4065931056386,553.5477752685547
1079.045116686669,809.7062257766723
1018.9762429260866,711.3454824447632
956.180187067857,648.2730728149414
1159.4572342299175,721.3754064559937
1060.5769381997893,783.2518995285034
1170.0704372488083,877.9771970748901
815.6991957640263,657.1070802688598
917.3377193450564,1062.2292304992675
1117.8565389562148,658.3029968261719
1110.0015634882259,658.3029968261719
930.740195368104,553.5477752685547
1096.630132918433,799.6763017654418
920.1269923492131,894.4015993118286
761.1778225585027,800.872218322754
917.3377193450564,957.4740089416504
906.7245163261656,982.7324186325073
870.6713216075217,600.195782661438
1089.6583197055595,967.5039329528809
1208.881859518354,799.6763017654418
878.5262970755106,568.7762609481812
758.4195950076006,816.1007040023803
1232.8975385602926,799.6763017654418
969.5516176376499,721.3754064559937
1060.5769381997893,800.872218322754
958.9384146187591,951.0795307159424
1180.683640267699,730.2094139099121
1060.5769381997893,1045.804828262329
769.0327980264916,615.4242683410645
977.4065931056386,894.4015993118286
997.7498368883049,1002.7922666549682
1060.5769381997893,877.9771970748901
935.8058978319359,992.7623426437378
815.6991957640261,774.417892074585
1099.388360469335,941.0496067047119
909.4827438770675,1045.804828262329
906.7245163261656,694.9210802078247
997.7498368883049,727.7698846817017
1099.388360469335,712.5413990020752
870.6713216075217,648.2730728149414
1089.6583197055595,641.8785945892334
599.4704252168902,862.7487113952636
969.5516176376498,648.2730728149414
769.0327980264916,941.0496067047119
1060.5769381997893,947.4440849304199
1246.3000145833403,641.8785945892334
758.4195950076007,799.6763017654418
1040.233694417123,789.6463777542115
906.7245163261656,694.9210802078247
969.5516176376499,553.5477752685547
1232.8975385602926,972.7024946212769
969.5516176376499,895.5975158691406
1040.233694417123,789.6463777542115
1131.2590149792622,894.4015993118286
878.5262970755105,474.05096340179443
1071.19014121868,647.0771562576294
818.4574233149282,904.4315233230591
920.1269923492133,648.2730728149414
941.353398386995,879.1731136322021
958.9384146187591,736.6038921356201
1029.6204913982322,641.8785945892334
980.1648206565408,914.4614473342896
878.5262970755105,1062.2292304992675
1131.2590149792625,931.0196826934814
1026.8312183940752,704.9510042190552
1060.5769381997893,711.3454824447632
1183.4729132718558,704.9510042190552
898.8695408581768,727.7698846817017
821.2466963190851,730.2094139099121
961.696642169661,711.3454824447632
1057.8187106488872,768.023413848877
821.2466963190849,816.1007040023803
878.5262970755106,727.7698846817017
993.5672966795885,973.8984111785888
1057.8187106488872,562.3817827224732
878.5262970755106,720.1794898986816
1089.6583197055597,616.6201848983765
821.2466963190851,888.0071210861206
708.9639242659092,600.195782661438
867.9130940566196,721.3754064559937
878.5262970755105,1045.804828262329
607.325400684879,1130.5002017974853
497.83190163586016,711.3454824447632
1021.7655159302434,562.3817827224732
1141.8722179981532,852.7187873840332
1144.66149100231,704.9510042190552
914.5794917941543,809.7062257766723
966.7933900867478,648.2730728149414
807.8442202960374,537.1233730316162
1107.243335937324,951.0795307159424
1060.5769381997893,553.5477752685547
1285.1114368528858,967.5039329528809
906.7245163261654,846.3243091583251
1018.9762429260867,757.9934898376465
659.5392989774725,814.9047874450683
1071.19014121868,774.417892074585
867.9130940566196,625.454192352295
1131.2590149792622,852.7187873840332
1018.9762429260866,816.1007040023803
925.1926948130451,694.9210802078247
1084.5926172417276,982.7324186325073
1110.001563488226,799.6763017654418
1123.4040395112736,807.2666965484619
1005.6048123562936,809.7062257766723
1068.4319136677782,616.6201848983765
1081.8343896908257,1045.804828262329
508.44510465475093,904.4315233230591
1019.0072883793413,836.2943851470948
807.8442202960374,600.195782661438
807.8442202960374,615.4242683410645
1107.243335937324,757.9934898376465
1107.243335937324,746.6338161468506
1071.19014121868,816.1007040023803
1222.2843355414018,537.1233730316162
1099.388360469335,678.4966779708863
807.8442202960374,663.2681922912598
1018.9762429260866,809.7062257766723
988.0197961245294,710.1495658874512
966.7933900867478,783.2518995285034
1040.233694417123,615.4242683410645
966.7933900867478,704.9510042190552
1084.5926172417278,992.7623426437378
1299.9071800804934,983.9283351898193
1060.5769381997893,862.7487113952636
761.1778225585027,773.221975517273
1008.3630399071957,1035.7749042510986
398.951605605732,957.4740089416504
1079.045116686669,616.6201848983765
920.1269923492133,993.9582592010498
1079.045116686669,799.6763017654418
969.5516176376499,816.1007040023803
969.5516176376499,951.0795307159424
977.4065931056386,726.5739681243897
958.9384146187591,814.9047874450683
1068.4319136677782,568.7762609481812
1117.8565389562148,631.848670578003
1032.378718949134,490.4753656387329
1107.243335937324,973.8984111785888
1084.5926172417278,736.6038921356201
708.9639242659092,804.8748634338378
818.4574233149282,957.4740089416504
925.1926948130451,553.5477752685547
1159.4572342299175,816.1007040023803
1008.3630399071957,694.9210802078247
1219.4950625372448,884.3716753005981
958.9384146187591,967.5039329528809
1005.6048123562938,746.6338161468506
867.9130940566196,783.2518995285034
